,Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
681,Aménagement et logement,Support cause,2013,nv_090,0.516733736,9.639349924,0.418871011,0.614596461,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
682,Aménagement et logement,Do not support cause,2013,nv_090,0.496885159,3.478843928,0.462923123,0.530847194,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
683,Aménagement et logement,Support cause,2013,nv_090,0.602602613,10.08130676,0.483244874,0.721960352,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
684,"Droit, plaidoyer et politique",Do not support cause,2013,nv_090,0.516357562,1.647592961,0.499642684,0.53307244,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
685,"Droit, plaidoyer et politique",Support cause,2013,nv_090,0.456858396,8.54735525,0.380137069,0.533579724,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
686,"Droit, plaidoyer et politique",Do not support cause,2013,nv_090,0.527899928,2.930573457,0.497504592,0.558295265,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
687,"Droit, plaidoyer et politique",Support cause,2013,nv_090,0.484996227,15.27776587,0.339416483,0.630575972,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
688,"Droit, plaidoyer et politique",Do not support cause,2013,nv_090,0.507851647,3.316303999,0.474761863,0.540941432,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
689,"Droit, plaidoyer et politique",Support cause,2013,nv_090,0.416523924,19.44786216,0.257371023,0.575676826,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,*
690,"Subventions, collecte de fonds",Do not support cause,2013,nv_090,0.513009048,1.61489831,0.496732101,0.529285995,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
691,"Subventions, collecte de fonds",Support cause,2013,nv_090,0.538083169,7.786057483,0.455769918,0.62039642,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
692,"Subventions, collecte de fonds",Do not support cause,2013,nv_090,0.519600576,2.951154622,0.48947299,0.549728162,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
693,"Subventions, collecte de fonds",Support cause,2013,nv_090,0.730158681,9.198114701,0.598205819,0.862111544,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
694,"Subventions, collecte de fonds",Do not support cause,2013,nv_090,0.499270114,3.286144133,0.467035318,0.531504909,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
695,"Subventions, collecte de fonds",Support cause,2013,nv_090,0.601460462,14.19075827,0.433767271,0.769153652,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
696,International,Do not support cause,2013,nv_090,0.513707309,1.62951997,0.497260632,0.530153987,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
697,International,Support cause,2013,nv_090,0.523770986,11.69352022,0.403436682,0.644105289,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
698,International,Do not support cause,2013,nv_090,0.530662537,2.872771758,0.500710781,0.560614293,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
699,International,Support cause,2013,nv_090,0.160460351,84.06212615,-0.104554889,0.425475591,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,…
700,International,Do not support cause,2013,nv_090,0.499513482,3.271528677,0.467406411,0.531620552,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
701,International,Support cause,2013,nv_090,0.711264813,14.59169246,0.507354245,0.915175381,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
702,Religion,Do not support cause,2013,nv_090,0.518739287,1.831965269,0.500068221,0.537410354,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
703,Religion,Support cause,2013,nv_090,0.493704978,3.447989328,0.460259596,0.527150359,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
704,Religion,Do not support cause,2013,nv_090,0.532841627,3.391227286,0.497339221,0.568344033,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
705,Religion,Support cause,2013,nv_090,0.503853064,5.799325863,0.446443512,0.561262616,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
706,Religion,Do not support cause,2013,nv_090,0.497969665,3.46977314,0.46402225,0.53191708,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
707,Religion,Support cause,2013,nv_090,0.553157221,9.113238656,0.454114156,0.652200286,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
708,Entreprises et professionnels,Do not support cause,2013,nv_090,0.514958508,1.631442521,0.498452322,0.531464695,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
709,Entreprises et professionnels,Support cause,2013,nv_090,0.472779818,10.28024852,0.377288193,0.568271443,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
710,Entreprises et professionnels,Do not support cause,2013,nv_090,0.528153197,2.915677334,0.497897851,0.558408542,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
711,Entreprises et professionnels,Support cause,2013,nv_090,0.472124537,16.6067301,0.318081014,0.626168059,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,*
712,Entreprises et professionnels,Do not support cause,2013,nv_090,0.50537945,3.282718234,0.47278423,0.537974671,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
713,Entreprises et professionnels,Support cause,2013,nv_090,0.405130208,27.03451297,0.189943264,0.620317153,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,*
714,Autre,Do not support cause,2013,nv_090,0.516962191,1.602302398,0.500687753,0.53323663,3527,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
715,Autre,Support cause,2013,nv_090,0.377683906,14.2273015,0.272110689,0.483257124,3841,Incapable de s'engager à long terme,Barriers to volunteering by cause support,CA,
716,Autre,Do not support cause,2013,nv_090,0.525668877,2.888274852,0.495838858,0.555498895,883,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,
717,Autre,Support cause,2013,nv_090,0.563987347,17.20537242,0.373337624,0.754637071,1008,Incapable de s'engager à long terme,Barriers to volunteering by cause support,BC,*
718,Autre,Do not support cause,2013,nv_090,0.508887637,3.237658121,0.476516673,0.541258601,589,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,
719,Autre,Support cause,2013,nv_090,0.314354059,33.99651875,0.104384536,0.524323582,629,Incapable de s'engager à long terme,Barriers to volunteering by cause support,AB,…
720,Arts et culture,Do not support cause,2013,nv_100,0.291528439,2.564249187,0.276841074,0.306215804,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
721,Arts et culture,Support cause,2013,nv_100,0.178332918,11.52533021,0.137950936,0.2187149,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
722,Arts et culture,Do not support cause,2013,nv_100,0.261524316,4.891460382,0.236390793,0.286657838,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
723,Arts et culture,Support cause,2013,nv_100,0.170668818,26.58749935,0.081516135,0.2598215,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
724,Arts et culture,Do not support cause,2013,nv_100,0.369271881,4.935139038,0.333466494,0.405077269,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
725,Arts et culture,Support cause,2013,nv_100,0.224355783,22.72260087,0.124194922,0.324516645,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
726,Sport et loisir,Do not support cause,2013,nv_100,0.288160817,2.882150804,0.271843289,0.304478346,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
727,Sport et loisir,Support cause,2013,nv_100,0.268639035,4.918654809,0.242678227,0.294599843,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
728,Sport et loisir,Do not support cause,2013,nv_100,0.255099995,5.526528855,0.227400897,0.282799094,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
729,Sport et loisir,Support cause,2013,nv_100,0.261124886,9.764214512,0.211030586,0.311219187,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
730,Sport et loisir,Do not support cause,2013,nv_100,0.377936308,5.313046259,0.338484677,0.417387938,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
731,Sport et loisir,Support cause,2013,nv_100,0.300302755,10.35968308,0.239179211,0.361426299,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
732,Éducation et recherche,Do not support cause,2013,nv_100,0.295890673,2.772788851,0.279771201,0.312010145,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
733,Éducation et recherche,Support cause,2013,nv_100,0.234607306,6.332998272,0.205415992,0.26379862,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
734,Éducation et recherche,Do not support cause,2013,nv_100,0.277141783,5.063619879,0.249569937,0.30471363,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
735,Éducation et recherche,Support cause,2013,nv_100,0.172475869,14.7257378,0.122574996,0.222376743,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
736,Éducation et recherche,Do not support cause,2013,nv_100,0.361766702,5.199480637,0.324810163,0.398723242,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
737,Éducation et recherche,Support cause,2013,nv_100,0.348965573,10.86498488,0.274472747,0.423458399,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
738,Universités et collèges,Do not support cause,2013,nv_100,0.290190288,2.498427186,0.275945621,0.304434955,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
739,Universités et collèges,Support cause,2013,nv_100,0.165348833,16.42711452,0.111982771,0.218714896,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
740,Universités et collèges,Do not support cause,2013,nv_100,0.260616983,4.824429123,0.235913887,0.285320079,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
741,Universités et collèges,Support cause,2013,nv_100,0.17140058,44.58325717,0.021263895,0.321537264,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,…
742,Universités et collèges,Do not support cause,2013,nv_100,0.368703314,4.713634527,0.33455764,0.402848988,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
743,Universités et collèges,Support cause,2013,nv_100,0.220408028,31.47830842,0.084093691,0.356722366,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
744,Santé,Do not support cause,2013,nv_100,0.276412887,2.702068262,0.261738588,0.291087185,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
745,Santé,Support cause,2013,nv_100,0.331215861,5.925296279,0.292657023,0.369774699,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
746,Santé,Do not support cause,2013,nv_100,0.259973086,5.175863507,0.233535978,0.286410194,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
747,Santé,Support cause,2013,nv_100,0.23222793,13.48666764,0.170692981,0.29376288,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
748,Santé,Do not support cause,2013,nv_100,0.349372842,5.216620794,0.313564752,0.385180932,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
749,Santé,Support cause,2013,nv_100,0.431849097,10.92344472,0.339167316,0.524530879,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
750,Hôpitaux,Do not support cause,2013,nv_100,0.287247472,2.532674272,0.272953981,0.301540962,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
751,Hôpitaux,Support cause,2013,nv_100,0.203721046,12.39524954,0.154108226,0.253333867,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
752,Hôpitaux,Do not support cause,2013,nv_100,0.254537943,4.900816905,0.230029047,0.279046839,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
753,Hôpitaux,Support cause,2013,nv_100,0.295833918,18.83533588,0.186356618,0.405311218,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
754,Hôpitaux,Do not support cause,2013,nv_100,0.359552654,5.000951107,0.324224752,0.394880556,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
755,Hôpitaux,Support cause,2013,nv_100,0.357378145,19.79745721,0.218370033,0.496386257,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
756,Services sociaux,Do not support cause,2013,nv_100,0.291484974,2.771862847,0.275610817,0.30735913,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
757,Services sociaux,Support cause,2013,nv_100,0.259648147,5.597294012,0.231094204,0.28820209,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
758,Services sociaux,Do not support cause,2013,nv_100,0.265942574,5.789073911,0.235694362,0.296190786,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
759,Services sociaux,Support cause,2013,nv_100,0.232173105,10.13016449,0.185963617,0.278382592,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
760,Services sociaux,Do not support cause,2013,nv_100,0.37084059,5.308250173,0.332164604,0.409516575,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
761,Services sociaux,Support cause,2013,nv_100,0.32755565,9.40452543,0.267032054,0.388079245,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
762,Environnement,Do not support cause,2013,nv_100,0.286517402,2.58220376,0.271981424,0.30105338,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
763,Environnement,Support cause,2013,nv_100,0.23764578,9.868479279,0.191568898,0.283722662,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
764,Environnement,Do not support cause,2013,nv_100,0.25654101,5.061525251,0.231029219,0.282052801,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
765,Environnement,Support cause,2013,nv_100,0.257932182,20.67526631,0.153156768,0.362707596,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
766,Environnement,Do not support cause,2013,nv_100,0.358563754,4.942230597,0.323746691,0.393380817,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
767,Environnement,Support cause,2013,nv_100,0.380443158,20.02418481,0.230768813,0.530117502,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
768,Aménagement et logement,Do not support cause,2013,nv_100,0.284200537,2.599083093,0.269687851,0.298713223,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
769,Aménagement et logement,Support cause,2013,nv_100,0.276566306,7.96426394,0.233290252,0.319842361,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
770,Aménagement et logement,Do not support cause,2013,nv_100,0.262094018,5.081079295,0.235929314,0.288258722,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
771,Aménagement et logement,Support cause,2013,nv_100,0.203166495,17.13616746,0.134764538,0.271568453,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
772,Aménagement et logement,Do not support cause,2013,nv_100,0.358537962,5.003644393,0.323290786,0.393785137,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
773,Aménagement et logement,Support cause,2013,nv_100,0.372388188,15.98545741,0.255431865,0.489344512,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
774,"Droit, plaidoyer et politique",Do not support cause,2013,nv_100,0.287241137,2.514944189,0.273048021,0.301434252,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
775,"Droit, plaidoyer et politique",Support cause,2013,nv_100,0.193318434,15.10966132,0.135929158,0.250707709,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
776,"Droit, plaidoyer et politique",Do not support cause,2013,nv_100,0.258337716,4.855480807,0.233693058,0.282982374,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
777,"Droit, plaidoyer et politique",Support cause,2013,nv_100,0.210561768,25.71631321,0.104174179,0.316949358,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
778,"Droit, plaidoyer et politique",Do not support cause,2013,nv_100,0.363245595,4.845711154,0.328662758,0.397828432,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
779,"Droit, plaidoyer et politique",Support cause,2013,nv_100,0.27395625,26.26077911,0.132607634,0.415304866,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
780,"Subventions, collecte de fonds",Do not support cause,2013,nv_100,0.281257492,2.584388263,0.266976296,0.295538689,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
781,"Subventions, collecte de fonds",Support cause,2013,nv_100,0.342832019,11.02887964,0.268544558,0.41711948,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
782,"Subventions, collecte de fonds",Do not support cause,2013,nv_100,0.255539491,4.871015767,0.231083779,0.279995202,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
783,"Subventions, collecte de fonds",Support cause,2013,nv_100,0.290573515,29.38524053,0.122813669,0.458333361,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
784,"Subventions, collecte de fonds",Do not support cause,2013,nv_100,0.356624542,5.011170042,0.321512741,0.391736343,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
785,"Subventions, collecte de fonds",Support cause,2013,nv_100,0.420800618,19.64877232,0.258352557,0.583248679,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
786,International,Do not support cause,2013,nv_100,0.28507381,2.493225832,0.271109429,0.299038191,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
787,International,Support cause,2013,nv_100,0.204635683,21.95849486,0.116350733,0.292920632,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,*
788,International,Do not support cause,2013,nv_100,0.258482545,4.818197657,0.234013412,0.282951677,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
789,International,Support cause,2013,nv_100,0.100684078,84.10891185,-0.065697621,0.267065778,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,…
790,International,Do not support cause,2013,nv_100,0.359930605,4.853472097,0.325608489,0.394252721,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
791,International,Support cause,2013,nv_100,0.335407423,36.75011939,0.093229714,0.577585132,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,…
792,Religion,Do not support cause,2013,nv_100,0.284073137,2.745743038,0.268748408,0.299397866,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
793,Religion,Support cause,2013,nv_100,0.280909592,5.415421282,0.251021269,0.310797916,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
794,Religion,Do not support cause,2013,nv_100,0.260963193,5.548850603,0.232513012,0.289413373,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
795,Religion,Support cause,2013,nv_100,0.241699016,10.2322486,0.193108813,0.290289218,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
796,Religion,Do not support cause,2013,nv_100,0.354497269,4.989793154,0.319743799,0.389250739,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
797,Religion,Support cause,2013,nv_100,0.402712566,12.79510897,0.301474949,0.503950182,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
798,Entreprises et professionnels,Do not support cause,2013,nv_100,0.28337521,2.517125877,0.269360971,0.297389449,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
799,Entreprises et professionnels,Support cause,2013,nv_100,0.287021783,14.84111207,0.203329764,0.370713801,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
800,Entreprises et professionnels,Do not support cause,2013,nv_100,0.258542751,4.853315858,0.23388953,0.283195972,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
801,Entreprises et professionnels,Support cause,2013,nv_100,0.199227464,30.64607654,0.079270123,0.319184805,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
802,Entreprises et professionnels,Do not support cause,2013,nv_100,0.358522985,4.889839176,0.324078926,0.392967044,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
803,Entreprises et professionnels,Support cause,2013,nv_100,0.413652548,26.00951613,0.202269226,0.625035871,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,*
804,Autre,Do not support cause,2013,nv_100,0.284221771,2.54878665,0.269988866,0.298454677,5078,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,
805,Autre,Support cause,2013,nv_100,0.250600284,18.60712775,0.158985905,0.342214662,2252,Préférence pour les dons d'argent,Barriers to volunteering by cause support,CA,*
806,Autre,Do not support cause,2013,nv_100,0.256093486,4.882259737,0.231528182,0.280658791,1346,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,
807,Autre,Support cause,2013,nv_100,0.286272623,31.37903263,0.109781807,0.462763439,538,Préférence pour les dons d'argent,Barriers to volunteering by cause support,BC,*
808,Autre,Do not support cause,2013,nv_100,0.362702052,4.782443727,0.328621814,0.39678229,760,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,
809,Autre,Support cause,2013,nv_100,0.240631293,35.72347381,0.071739506,0.409523079,450,Préférence pour les dons d'argent,Barriers to volunteering by cause support,AB,…
810,Arts et culture,Do not support cause,2013,nv_110,0.202960366,3.330306615,0.189680362,0.21624037,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
811,Arts et culture,Support cause,2013,nv_110,0.233052225,10.93539009,0.182980763,0.283123688,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
812,Arts et culture,Do not support cause,2013,nv_110,0.189584022,7.016342443,0.163449459,0.215718586,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
813,Arts et culture,Support cause,2013,nv_110,0.246330863,22.63717361,0.136772945,0.355888781,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
814,Arts et culture,Do not support cause,2013,nv_110,0.22536069,6.634650919,0.195984262,0.254737117,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
815,Arts et culture,Support cause,2013,nv_110,0.298981655,19.2121179,0.186126208,0.411837103,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
816,Sport et loisir,Do not support cause,2013,nv_110,0.195261305,3.715248132,0.18100829,0.209514321,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
817,Sport et loisir,Support cause,2013,nv_110,0.235987538,6.063078062,0.207875976,0.264099099,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
818,Sport et loisir,Do not support cause,2013,nv_110,0.187790921,7.990118761,0.158310711,0.21727113,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
819,Sport et loisir,Support cause,2013,nv_110,0.206714528,12.9228543,0.154229892,0.259199165,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
820,Sport et loisir,Do not support cause,2013,nv_110,0.214872595,7.705187048,0.182343876,0.247401314,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
821,Sport et loisir,Support cause,2013,nv_110,0.278998316,10.92222786,0.219127448,0.338869184,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
822,Éducation et recherche,Do not support cause,2013,nv_110,0.206992015,3.462095032,0.192912253,0.221071777,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
823,Éducation et recherche,Support cause,2013,nv_110,0.197560884,7.546090971,0.168270454,0.226851313,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
824,Éducation et recherche,Do not support cause,2013,nv_110,0.190795827,7.329893245,0.16331883,0.218272823,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
825,Éducation et recherche,Support cause,2013,nv_110,0.200285947,15.16301123,0.140618332,0.259953561,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
826,Éducation et recherche,Do not support cause,2013,nv_110,0.228562145,7.011616723,0.197075585,0.260048705,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
827,Éducation et recherche,Support cause,2013,nv_110,0.23743576,14.9314049,0.167781202,0.307090319,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
828,Universités et collèges,Do not support cause,2013,nv_110,0.205423816,3.279267516,0.19218862,0.218659012,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
829,Universités et collèges,Support cause,2013,nv_110,0.19926423,18.06031225,0.128558055,0.269970404,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
830,Universités et collèges,Do not support cause,2013,nv_110,0.192270898,6.808554345,0.166550884,0.217990913,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
831,Universités et collèges,Support cause,2013,nv_110,0.200654092,34.5632304,0.064395126,0.336913058,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,…
832,Universités et collèges,Do not support cause,2013,nv_110,0.234397556,6.395934862,0.2049425,0.263852612,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
833,Universités et collèges,Support cause,2013,nv_110,0.166732691,34.43612079,0.053925256,0.279540125,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,…
834,Santé,Do not support cause,2013,nv_110,0.210849452,3.452154871,0.196548482,0.225150422,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
835,Santé,Support cause,2013,nv_110,0.166136538,9.698371054,0.134479761,0.197793315,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
836,Santé,Do not support cause,2013,nv_110,0.204295126,6.992184203,0.176229573,0.23236068,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
837,Santé,Support cause,2013,nv_110,0.10724098,20.75639344,0.063507362,0.150974599,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
838,Santé,Do not support cause,2013,nv_110,0.221670708,7.070842097,0.190875568,0.252465849,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
839,Santé,Support cause,2013,nv_110,0.291574111,15.74705651,0.201364858,0.381783365,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
840,Hôpitaux,Do not support cause,2013,nv_110,0.205414972,3.353242293,0.191881795,0.218948149,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
841,Hôpitaux,Support cause,2013,nv_110,0.198280417,13.12236395,0.14715997,0.249400865,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
842,Hôpitaux,Do not support cause,2013,nv_110,0.195556875,6.916591289,0.168982201,0.222131549,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
843,Hôpitaux,Support cause,2013,nv_110,0.139551179,26.56389626,0.066718208,0.21238415,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
844,Hôpitaux,Do not support cause,2013,nv_110,0.231064406,6.573210617,0.201223408,0.260905404,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
845,Hôpitaux,Support cause,2013,nv_110,0.213891811,26.82889267,0.101146199,0.326637423,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
846,Services sociaux,Do not support cause,2013,nv_110,0.211782207,3.573246275,0.196914117,0.226650296,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
847,Services sociaux,Support cause,2013,nv_110,0.185057185,7.165687549,0.159003656,0.211110715,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
