Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Province,Region,Marker
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.238807974,5.806067966,0.211566307,0.266049641,1680,Percentage of donations,Percentage of total donations,,CA,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.289569551,5.458530559,0.258514562,0.32062454,2382,Percentage of donations,Percentage of total donations,,CA,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.353736589,4.704080029,0.321043389,0.386429788,2498,Percentage of donations,Percentage of total donations,,CA,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.578213989,3.113663576,0.542841711,0.613586266,4497,Percentage of donations,Percentage of total donations,,CA,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.488390659,3.649043791,0.45337606,0.523405259,4480,Percentage of donations,Percentage of total donations,,CA,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.511609341,3.483436879,0.476594742,0.546623939,3239,Percentage of donations,Percentage of total donations,,CA,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.634386972,2.613724319,0.601809545,0.666964399,4631,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.36535853,4.777215246,0.331066215,0.399650844,1991,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.04258119,11.46040575,0.032993355,0.052169024,483,Percentage of donations,Percentage of total donations,,CA,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.164938662,9.431853407,0.134373813,0.195503511,787,Percentage of donations,Percentage of total donations,,CA,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.805665602,1.97945085,0.77433258,0.836998624,6191,Percentage of donations,Percentage of total donations,,CA,
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.029395736,14.88008749,0.020801791,0.037989681,225,Percentage of donations,Percentage of total donations,,CA,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.371961258,4.808068359,0.33682374,0.407098776,2515,Percentage of donations,Percentage of total donations,,CA,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.338343622,5.036390092,0.304864035,0.371823209,2683,Percentage of donations,Percentage of total donations,,CA,
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.117885887,14.13629345,0.085144271,0.150627503,685,Percentage of donations,Percentage of total donations,,CA,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.060807135,8.758710893,0.050343141,0.071271129,821,Percentage of donations,Percentage of total donations,,CA,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.041818942,9.716397387,0.033835668,0.049802216,571,Percentage of donations,Percentage of total donations,,CA,
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.044195867,15.15561386,0.031035805,0.057355929,140,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.239187974,9.290246325,0.195529424,0.282846525,448,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.171289628,15.63156609,0.118683505,0.223895751,174,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.247083739,14.05431911,0.17885667,0.315310808,360,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.102930464,13.33347948,0.075966101,0.129894827,211,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.129729356,12.12505049,0.098824654,0.160634058,312,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.146803108,10.5693859,0.116317999,0.177288216,326,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.111563192,14.43303069,0.079927218,0.143199166,231,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.170080036,12.69155481,0.127669778,0.212490293,329,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.191711893,12.53141991,0.144510797,0.238912989,342,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.097352511,14.0340957,0.070509308,0.124195714,217,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.139981653,12.26243021,0.106256773,0.173706533,251,Percentage of donations,Percentage of total donations,,ON,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.052158805,15.33164586,0.03644725,0.067870359,130,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.055733922,16.09079313,0.03811417,0.073353675,163,Percentage of donations,Percentage of total donations,,ON,
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.098620767,13.05720042,0.073320728,0.123920806,215,Percentage of donations,Percentage of total donations,,ON,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.339069031,8.975724952,0.279274646,0.398863416,425,Percentage of donations,Percentage of total donations,,ON,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.294798761,10.37214504,0.234723319,0.354874204,400,Percentage of donations,Percentage of total donations,,ON,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.236641655,11.17423385,0.184688528,0.288594782,363,Percentage of donations,Percentage of total donations,,ON,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.263505767,10.46081835,0.209348277,0.317663257,485,Percentage of donations,Percentage of total donations,,ON,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.363868937,8.206229827,0.305202272,0.422535602,657,Percentage of donations,Percentage of total donations,,ON,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.565933082,6.03947964,0.498779784,0.63308638,1028,Percentage of donations,Percentage of total donations,,ON,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.509333621,6.651164386,0.442775237,0.575892004,998,Percentage of donations,Percentage of total donations,,ON,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.490666379,6.90420576,0.424107995,0.557224763,746,Percentage of donations,Percentage of total donations,,ON,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.60491246,5.124044062,0.544013745,0.665811175,1033,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.381917245,8.539246896,0.317841807,0.445992683,467,Percentage of donations,Percentage of total donations,,ON,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.215758811,13.88398203,0.156903545,0.274614077,302,Percentage of donations,Percentage of total donations,,ON,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.757113105,4.026704792,0.697214971,0.81701124,1261,Percentage of donations,Percentage of total donations,,ON,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.371738458,9.209794245,0.304473301,0.439003615,563,Percentage of donations,Percentage of total donations,,ON,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.325513378,9.585752303,0.264208111,0.386818644,586,Percentage of donations,Percentage of total donations,,ON,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.059350384,15.884656,0.040827692,0.077873075,193,Percentage of donations,Percentage of total donations,,ON,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.040938395,15.87295928,0.028171319,0.053705471,117,Percentage of donations,Percentage of total donations,,ON,
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.273229693,14.92147943,0.193127848,0.353331539,202,Percentage of donations,Percentage of total donations,,PR,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.17530026,14.5092491,0.125327856,0.225272663,93,Percentage of donations,Percentage of total donations,,PR,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.290851064,11.29149301,0.226326546,0.355375582,315,Percentage of donations,Percentage of total donations,,PR,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.151018271,15.5136886,0.1049876,0.197048942,190,Percentage of donations,Percentage of total donations,,PR,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.141206911,14.28746631,0.101568712,0.180845109,234,Percentage of donations,Percentage of total donations,,PR,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.157477339,14.71585594,0.111946428,0.20300825,190,Percentage of donations,Percentage of total donations,,PR,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.072636222,14.92012921,0.051343628,0.093928816,112,Percentage of donations,Percentage of total donations,,PR,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.144173785,15.43950836,0.100439452,0.187908118,164,Percentage of donations,Percentage of total donations,,PR,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.325879417,10.64112357,0.257748041,0.394010793,308,Percentage of donations,Percentage of total donations,,PR,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.32784401,12.54366187,0.247047178,0.408640843,233,Percentage of donations,Percentage of total donations,,PR,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.270673504,12.42240702,0.20461112,0.336735888,289,Percentage of donations,Percentage of total donations,,PR,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.289959754,10.83597303,0.228228034,0.351691474,363,Percentage of donations,Percentage of total donations,,PR,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.311574386,12.40474441,0.235637583,0.387511189,306,Percentage of donations,Percentage of total donations,,PR,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.614241352,6.254582586,0.538759921,0.689722783,696,Percentage of donations,Percentage of total donations,,PR,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.532208182,6.663550603,0.462531094,0.601885269,656,Percentage of donations,Percentage of total donations,,PR,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.467791818,7.581142001,0.39811473,0.537468907,469,Percentage of donations,Percentage of total donations,,PR,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.571342934,6.853304262,0.494412246,0.648273622,673,Percentage of donations,Percentage of total donations,,PR,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.3445014,9.634769707,0.279288266,0.409714534,261,Percentage of donations,Percentage of total donations,,PR,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.905964807,2.160952151,0.867500384,0.94442923,971,Percentage of donations,Percentage of total donations,,PR,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.365942757,10.48873618,0.290531,0.441354514,351,Percentage of donations,Percentage of total donations,,PR,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.310260168,13.53397401,0.227760138,0.392760197,338,Percentage of donations,Percentage of total donations,,PR,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.205496411,13.32239295,0.151707937,0.259284884,232,Percentage of donations,Percentage of total donations,,QC,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.145314161,16.13910192,0.09923654,0.191391782,118,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.27185906,10.84290434,0.213943911,0.329774209,339,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.117944858,16.26257499,0.080259637,0.155630079,184,Percentage of donations,Percentage of total donations,,QC,
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.138085787,14.55744629,0.09859126,0.177580314,268,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.173444198,13.47269841,0.12753316,0.219355235,278,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.189663954,12.39473687,0.143476412,0.235851497,231,Percentage of donations,Percentage of total donations,,QC,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.179874406,14.59448277,0.128296843,0.23145197,239,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.127317947,14.47241869,0.09111587,0.163520023,187,Percentage of donations,Percentage of total donations,,QC,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.147299606,14.7902307,0.104496107,0.190103105,163,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.120184036,16.45101994,0.081338389,0.159029683,172,Percentage of donations,Percentage of total donations,,QC,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.235513648,11.26305915,0.183397155,0.287630142,342,Percentage of donations,Percentage of total donations,,QC,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.216419912,12.56546785,0.162990718,0.269849106,220,Percentage of donations,Percentage of total donations,,QC,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.322489238,9.788457668,0.26046917,0.384509305,423,Percentage of donations,Percentage of total donations,,QC,
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.361030793,9.980760574,0.290234483,0.431827104,430,Percentage of donations,Percentage of total donations,,QC,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.557220919,6.872327409,0.481983482,0.632458357,742,Percentage of donations,Percentage of total donations,,QC,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.436584119,7.524086102,0.372044792,0.501123447,707,Percentage of donations,Percentage of total donations,,QC,
Genre,Hommes,2013,sex_1 / vd1dhrs,0.563415881,5.830323057,0.498876552,0.627955209,557,Percentage of donations,Percentage of total donations,,QC,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.637045886,4.739699549,0.577722727,0.696369045,705,Percentage of donations,Percentage of total donations,,QC,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.362546446,9.348444101,0.29595695,0.429135942,321,Percentage of donations,Percentage of total donations,,QC,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.871981709,2.641901872,0.826720432,0.917242985,1058,Percentage of donations,Percentage of total donations,,QC,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.384372023,9.30790042,0.314079968,0.454664078,399,Percentage of donations,Percentage of total donations,,QC,
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.39987355,7.832816731,0.338335549,0.461411551,526,Percentage of donations,Percentage of total donations,,QC,
